respondent_id,tech_company,prev_boss,observed_mhdcoworker_bad_conseq,anonymity_protected=I don't know,anonymity_protected=No,anonymity_protected=Yes,mh_family_history=I don't know,mh_family_history=No,mh_family_history=Yes,mh_ph_boss_serious=I don't know,mh_ph_boss_serious=No,mh_ph_boss_serious=Yes,boss_mh_discuss=I don't know,boss_mh_discuss=No,boss_mh_discuss=Yes,resources=I don't know,resources=No,resources=Yes,benefits=I don't know,benefits=No,benefits=Not eligible for coverage / N/A,benefits=Yes,mh_options_known=I am not sure,mh_options_known=No,mh_options_known=Not applicable,mh_options_known=Yes,mhdcoworker_you_not_reveal=Maybe,mhdcoworker_you_not_reveal=No,mhdcoworker_you_not_reveal=No response,mhdcoworker_you_not_reveal=Not applicable,mhdcoworker_you_not_reveal=Yes,company_size_ord,remote_work_ord,ph_interview_ord,mh_interview_ord,bad_conseq_mh_boss_ord,bad_conseq_ph_boss_ord,mh_comfort_coworkers_ord,mh_comfort_supervisor_ord,friends_family_mhd_comfort__na,friends_family_mhd_comfort_ord,prev_observed_bad_conseq_mh__na,prev_observed_bad_conseq_mh_ord,bad_conseq_ph_prev_boss__na,bad_conseq_ph_prev_boss_ord,prev_resources__na,prev_resources_ord,mh_comfort_prev_coworkers__na,mh_comfort_prev_coworkers_ord,leave_easy__idk,leave_easy_ord,prev_mh_options_known__na,prev_mh_options_known_ord,ever_observed_mhd_bad_response__idk,ever_observed_mhd_bad_response__no_response,ever_observed_mhd_bad_response_ord,prev_anonymity_protected__na,prev_anonymity_protected__idk,prev_anonymity_protected_ord,bad_conseq_mh_prev_boss__na,bad_conseq_mh_prev_boss__idk,bad_conseq_mh_prev_boss_ord,mh_ph_prev_boss_serious__na,mh_ph_prev_boss_serious__idk,mh_ph_prev_boss_serious_ord,prev_boss_mh_discuss__na,prev_boss_mh_discuss__idk,prev_boss_mh_discuss_ord,mh_comfort_prev_supervisor__na,mh_comfort_prev_supervisor__idk,mh_comfort_prev_supervisor_ord,prev_benefits__na,prev_benefits__idk,prev_benefits_ord
642,1,1,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,6.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
643,1,0,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0,2.0,1,,1,,1,,1,,0,2.0,1,,0,0,2.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
644,0,1,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0,4.0,0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,
645,1,1,1,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0,5.0,0,1.0,0,2.0,0,1.0,0,2.0,0,2.0,0,2.0,0,0,2.0,0,0,1.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0
646,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,3.0,0,2.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,1.0
647,1,0,1,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,0,5.0,1,,1,,1,,1,,0,5.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
648,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,1,,0,0,0.0,0,0,1.0,0,0,2.0
649,0,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,4.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,1,
650,1,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,0,3.0,1,,1,,1,,1,,0,2.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
651,1,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,0,4.0,1,,1,,1,,1,,0,3.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
652,0,1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,1,,0,0,1.0,0,1,
653,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,3.0,0,5.0,0,1.0,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0
654,0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,1.0,1,,1,,1,,1,,0,1.0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
655,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,1.0,0,3.0,0,1.0,0,3.0,1,0,,0,1,,0,0,0.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0
656,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1,,0,2.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,1,,0,1,,0,0,2.0,0,1,,0,0,0.0,0,0,0.0,0,0,0.0
657,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,1,,0,1.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,1,,0,1,
658,1,1,0,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,3.0,0,0,0.0,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
659,1,1,0,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,1,
660,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1,,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,2.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
661,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0,5.0,0,1.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,0,0,0.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,1,
662,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,3.0,0,3.0,0,4.0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,2.0,0,0,2.0,0,0,2.0
663,1,1,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,6.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,2.0,0,2.0,0,4.0,0,3.0,0,1,,0,1,,0,0,1.0,0,0,1.0,0,0,2.0,0,0,1.0,0,0,1.0
664,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,3.0,0,2.0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,2.0
665,1,0,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,0,0.0,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
666,1,1,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,5.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0,5.0,0,1.0,0,2.0,0,2.0,0,2.0,0,3.0,0,3.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,2.0,0,0,2.0
667,1,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,1,,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,
668,1,1,0,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,4.0,0,1.0,1,0,,0,1,,0,1,,0,1,,0,1,,0,0,1.0,0,1,
669,1,1,1,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1,,0,2.0,0,1.0,0,2.0,0,2.0,0,1.0,0,2.0,0,0,1.0,0,1,,0,0,1.0,0,0,2.0,0,0,1.0,0,0,1.0,0,0,2.0
670,0,1,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0,3.0,0,1.0,0,3.0,0,1.0,0,3.0,0,1.0,0,1.0,0,0,1.0,0,1,,0,0,2.0,0,0,0.0,0,1,,0,0,0.0,0,0,0.0
671,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1.0,0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,2.0,1,0,,0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,2.0
672,1,1,0,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,5.0,0,1.0,0,1.0,0,1.0,0,2.0,0,4.0,0,2.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,2.0
673,0,0,0,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,6.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0,4.0,1,,1,,1,,1,,0,4.0,1,,0,1,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,
674,1,1,1,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,0,5.0,0,1.0,0,2.0,0,2.0,0,3.0,0,4.0,0,2.0,0,0,2.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,2.0,0,0,2.0
675,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,0,1.0,0,1,,0,0,1.0,0,0,0.0
676,0,1,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,6.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0
677,1,1,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,4.0,0,2.0,0,2.0,0,1.0,0,1.0,0,3.0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
678,0,1,0,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,6.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0,4.0,0,2.0,0,1.0,0,1.0,0,1.0,0,3.0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
679,0,1,0,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0,4.0,0,2.0,0,2.0,0,1.0,0,2.0,0,2.0,0,2.0,0,0,2.0,0,1,,0,0,2.0,0,1,,0,0,0.0,0,0,0.0,0,0,1.0
680,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,1.0,0,1.0,0,2.0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
681,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0,4.0,0,2.0,0,2.0,0,2.0,0,1.0,0,5.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
682,1,1,0,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,1,
683,1,1,1,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,6.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,1,,0,1,,0,1,,0,1,,0,1,,0,1,
684,1,1,0,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,1,,0,0,0.0
685,1,1,0,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,1.0,1,0,,0,1,,0,0,0.0,0,1,,0,0,0.0,0,0,1.0,0,1,
686,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0,5.0,0,1.0,0,1.0,0,2.0,0,2.0,0,4.0,0,1.0,0,1,,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,1,
687,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0,4.0,0,1.0,0,2.0,0,1.0,0,2.0,1,,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
688,0,1,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,6.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,4.0,0,2.0,0,0,2.0,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,1.0,0,0,0.0
689,0,1,0,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,6.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,1,,0,1,
690,1,1,0,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0,1.0,0,2.0,0,2.0,0,1.0,0,1.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,1,,0,0,0.0,0,1,
691,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
692,1,1,1,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,0,3.0,0,1.0,0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,1.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
693,1,1,0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0,4.0,0,2.0,0,2.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,,0,0,1.0,0,1,
694,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
695,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0,4.0,0,1.0,0,1.0,0,2.0,0,3.0,0,4.0,0,3.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,2.0
696,1,1,1,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,1.0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
697,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0,5.0,0,3.0,0,1.0,0,1.0,0,3.0,0,4.0,0,1.0,0,0,2.0,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
698,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0,4.0,0,1.0,0,1.0,0,1.0,0,3.0,1,,0,1.0,0,0,0.0,0,0,2.0,0,1,,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0
699,0,1,0,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,6.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,0,4.0,0,1.0,0,2.0,0,2.0,0,2.0,0,4.0,0,2.0,0,0,0.0,0,1,,0,0,1.0,0,1,,0,0,1.0,0,0,1.0,0,0,1.0
700,1,1,0,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0,3.0,0,1.0,0,2.0,0,1.0,0,2.0,0,4.0,0,1.0,0,0,1.0,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,1.0,0,0,0.0
701,0,1,0,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,6.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0,2.0,0,1.0,0,1.0,0,1.0,0,1.0,0,5.0,0,2.0,0,0,1.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,1.0
702,1,1,0,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,1.0
703,1,1,0,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,6.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,0,4.0,0,1.0,0,1.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,0.0,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
704,1,1,0,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0,4.0,0,1.0,0,2.0,0,2.0,0,2.0,0,3.0,0,1.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
705,0,1,0,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,4.0,0,3.0,0,3.0,0,1.0,0,1.0,0,4.0,0,1.0,0,0,2.0,0,0,0.0,0,0,2.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
706,0,1,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,5.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,0,4.0,0,2.0,0,2.0,0,1.0,0,2.0,0,3.0,0,1.0,1,0,,0,1,,0,0,1.0,0,0,1.0,0,0,0.0,0,0,1.0,0,0,1.0
707,1,1,0,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0,3.0,0,1.0,0,1.0,0,1.0,0,2.0,0,5.0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
708,0,1,0,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,6.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,0,3.0,0,2.0,0,1.0,0,1.0,0,1.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0
709,0,1,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,6.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0,3.0,0,2.0,0,3.0,0,1.0,0,2.0,0,2.0,0,1.0,1,0,,0,1,,0,0,2.0,0,0,0.0,0,0,0.0,0,0,1.0,0,0,1.0
710,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,3.0,0,1.0,1,0,,0,1,,0,1,,0,1,,0,0,0.0,0,0,1.0,0,0,0.0
711,0,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,2.0,0,3.0,1,0,,0,1,,0,1,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
